legacy_item_id,slug,product_code,name,description,category_slug,subcategory,size_display,thickness_in,width_in,material_raw,price,seo_title,seo_description,image_url,legacy_views,status,legacy_post_slug
1809,french-door-cs101a.jpg,cs101a,Glass top bottom panel interior french door cs101a,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door glass top and bottom panel cs101a,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs101a.jpg,98,published,french-door-cs101a-jpg
1810,french-door-cs101ac.jpg,cs101ac,french door cs101ac,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs101ac,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs101ac.jpg,34,published,french-door-cs101ac-jpg
1811,french-door-cs101as.jpg,cs101as,french door cs101as,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs101as,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs101as.jpg,30,published,french-door-cs101as-jpg
1812,french-door-cs3030.jpg,cs3030,french door cs3030,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3030,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3030.jpg,46,published,french-door-cs3030-jpg
1813,french-door-cs3030c.jpg,cs3030c,french door cs3030c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3030c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3030c.jpg,20,published,french-door-cs3030c-jpg
1814,french-door-cs3030s.jpg,cs3030s,french door cs3030s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3030s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3030s.jpg,18,published,french-door-cs3030s-jpg
1815,french-door-cs303l.jpg,cs303l,french door cs303l,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs303l,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs303l.jpg,116,published,french-door-cs303l-jpg
1816,french-door-cs3040.jpg,cs3040,french door cs3040,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3040,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3040.jpg,45,published,french-door-cs3040-jpg
1817,french-door-cs3040c.jpg,cs3040c,french door cs3040c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3040c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3040c.jpg,24,published,french-door-cs3040c-jpg
1818,french-door-cs3040s.jpg,cs3040s,french door cs3040s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3040s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3040s.jpg,14,published,french-door-cs3040s-jpg
1819,french-door-cs304a.jpg,cs304a,french door cs304a,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs304a,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs304a.jpg,27,published,french-door-cs304a-jpg
1820,french-door-cs304ac.jpg,cs304ac,french door cs304ac,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs304ac,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs304ac.jpg,14,published,french-door-cs304ac-jpg
1821,french-door-cs304as.jpg,cs304as,french door cs304as,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs304as,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs304as.jpg,10,published,french-door-cs304as-jpg
1822,french-door-cs304l.jpg,cs304l,french door cs304l,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs304l,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs304l.jpg,103,published,french-door-cs304l-jpg
1823,french-door-cs3050.jpg,cs3050,french door cs3050,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3050,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3050.jpg,94,published,french-door-cs3050-jpg
1824,french-door-cs3050c.jpg,cs3050c,french door cs3050c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3050c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3050c.jpg,37,published,french-door-cs3050c-jpg
1825,french-door-cs3050s.jpg,cs3050s,french door cs3050s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3050s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3050s.jpg,9,published,french-door-cs3050s-jpg
1826,french-door-cs305l.jpg,cs305l,french door cs305l,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs305l,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs305l.jpg,32,published,french-door-cs305l-jpg
1827,french-door-cs3060.jpg,cs3060,french door cs3060,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3060,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3060.jpg,26,published,french-door-cs3060-jpg
1828,french-door-cs3060c.jpg,cs3060c,french door cs3060c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3060c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3060c.jpg,12,published,french-door-cs3060c-jpg
1829,french-door-cs3060s.jpg,cs3060s,french door cs3060s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3060s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3060s.jpg,11,published,french-door-cs3060s-jpg
1830,french-door-cs306y.jpg,cs306y,french door cs306y,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs306y,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs306y.jpg,49,published,french-door-cs306y-jpg
1831,french-door-cs3080.jpg,cs3080,french door cs3080,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3080,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3080.jpg,51,published,french-door-cs3080-jpg
1832,french-door-cs3080c.jpg,cs3080c,french door cs3080c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3080c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3080c.jpg,17,published,french-door-cs3080c-jpg
1833,french-door-cs3080s.jpg,cs3080s,french door cs3080s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3080s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3080s.jpg,10,published,french-door-cs3080s-jpg
1834,french-door-cs308a.jpg,cs308a,french door cs308a,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs308a,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs308a.jpg,30,published,french-door-cs308a-jpg
1835,french-door-cs308ac.jpg,cs308ac,french door cs308ac,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs308ac,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs308ac.jpg,9,published,french-door-cs308ac-jpg
1836,french-door-cs308as.jpg,cs308as,french door cs308as,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs308as,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs308as.jpg,5,published,french-door-cs308as-jpg
1837,french-door-cs3090.jpg,cs3090,french door cs3090,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3090,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3090.jpg,11,published,french-door-cs3090-jpg
1838,french-door-cs3090c.jpg,cs3090c,french door cs3090c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3090c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3090c.jpg,7,published,french-door-cs3090c-jpg
1839,french-door-cs3090s.jpg,cs3090s,french door cs3090s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3090s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3090s.jpg,9,published,french-door-cs3090s-jpg
1840,french-door-cs3093.jpg,cs3093,french door cs3093,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3093,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3093.jpg,63,published,french-door-cs3093-jpg
1841,french-door-cs3100.jpg,cs3100,french door cs3100,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3100,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3100.jpg,44,published,french-door-cs3100-jpg
1842,french-door-cs3100c.jpg,cs3100c,french door cs3100c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3100c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3100c.jpg,15,published,french-door-cs3100c-jpg
1843,french-door-cs3100s.jpg,cs3100s,french door cs3100s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3100s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3100s.jpg,7,published,french-door-cs3100s-jpg
1844,french-door-cs3120.jpg,cs3120,french door cs3120,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3120,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3120.jpg,16,published,french-door-cs3120-jpg
1845,french-door-cs3120c.jpg,cs3120c,french door cs3120c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3120c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3120c.jpg,7,published,french-door-cs3120c-jpg
1846,french-door-cs3120s.jpg,cs3120s,french door cs3120s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3120s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3120s.jpg,6,published,french-door-cs3120s-jpg
1847,french-door-cs312a.jpg,cs312a,french door cs312a,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs312a,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs312a.jpg,9,published,french-door-cs312a-jpg
1848,french-door-cs312ac.jpg,cs312ac,french door cs312ac,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs312ac,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs312ac.jpg,5,published,french-door-cs312ac-jpg
1849,french-door-cs312as.jpg,cs312as,french door cs312as,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs312as,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs312ac.jpg,8,published,french-door-cs312as-jpg
1850,french-door-cs3150.jpg,cs3150,french door cs3150,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3150,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3150.jpg,50,published,french-door-cs3150-jpg
1851,french-door-cs3150c.jpg,cs3150c,french door cs3150c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3150c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3150c.jpg,12,published,french-door-cs3150c-jpg
1852,french-door-cs3150s.jpg,cs3150s,french door cs3150s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs3150s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs3150s.jpg,15,published,french-door-cs3150s-jpg
1853,french-door-cs691a.jpg,cs691a,french door cs691a,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs691a,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs691a.jpg,74,published,french-door-cs691a-jpg
1854,french-door-cs803l.jpg,cs803l,french door cs803l,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs803l,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs803l.jpg,26,published,french-door-cs803l-jpg
1855,french-door-cs804l.jpg,cs804l,french door cs804l,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs804l,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs804l.jpg,11,published,french-door-cs804l-jpg
